index,tweet,sentiment,score,all_hashtaged_words,VanderSentiment_pos,VanderSentiment_neg,VanderSentiment_neu,VanderSentiment_overall,polar_word_count_pos,polar_word_count_neg,Sentinent140_scores,hashtag_polarity,emotion_word_count_anticipation,emotion_word_count_disgust,emotion_word_count_fear,emotion_word_count_joy,emotion_word_count_negative,emotion_word_count_positive,emotion_word_count_sadness,emotion_word_count_surprise,emotion_word_count_trust,emotion_word_count_anger,score_hashtag_emotion_lexicon,emoticons_score
10144,put so much artefact points into fury and cant raid literally wasted 1 month of my life thanks blizzard,anger,0.667,[],0.219,0.147,0.634,0.2091,0,1,0,neural,0,1,2,0,3,0,1,1,0,3,0,0
10145,how is it suppose to work if you do that wtf dude thanks for pissing me off,anger,0.833,['furious'],0.124,0.278,0.598,-0.5574,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,1.429598608,0
10146,i was angry,anger,0.667,[],0,0.623,0.377,-0.5106,0,1,-4.15,neural,0,1,0,0,1,0,0,0,0,1,0,-3
10147,that feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave,anger,0.667,['fume'],0,0.054,0.946,-0.0516,0,0,-1.766,neural,0,0,0,0,1,1,1,1,0,0,0,-1
10148,congratulations your free 1 month has been activated then charges £34 80 the same month absolutely furious enragedface,anger,0.667,[],0.264,0.223,0.513,0.2748,2,1,0,neural,0,1,0,0,1,0,0,0,0,1,0,0
10149,hell hath no fury like a women scorned its the affair not the parenting,anger,0.667,[],0.145,0.324,0.531,-0.5736,1,2,1.021,neural,0,1,2,0,2,0,2,0,0,2,0,0
10150,straight people are canoodling on the quad and im,anger,0.648,['offended'],0.192,0,0.808,0.2263,1,0,-0.38,neural,0,0,0,0,0,0,0,0,0,0,0,0
10151,i can definitely feel my irritation today lord give me strength,anger,0.667,[],0.343,0.192,0.465,0.3818,1,1,1.869,neural,0,2,0,0,2,2,1,0,0,1,0,2
10152,against chelsea anything is possible haha im fuming about that bet facewithrollingeyes facewithrollingeyes facewithrollingeyes facewithrollingeyes facewithrollingeyes facewithrollingeyes,anger,0.646,[],0.138,0.171,0.691,-0.1779,0,1,0,neural,0,0,0,0,1,0,0,0,0,1,0,0
10153,when you break a record in i wish it didnt say the same shit after every rush like you just broke the record,anger,0.812,"['madden', 'shutupphilsimms']",0.17,0.209,0.621,-0.296,3,2,0,neural,0,1,1,0,2,0,1,1,0,1,0,0
10154,apparently you are to contact me sofas were meant to be delivered today old ones gone sitting on floor no sofas,anger,0.646,['fuming'],0,0.099,0.901,-0.296,0,0,0,neural,0,0,0,0,0,1,0,0,0,0,1.275764735,0
10155,i have 1000 rabid grizzly bears im going to scatter in neighborhoods all over america theyre poor refugees,anger,0.646,[],0,0.154,0.846,-0.4767,0,1,0,neural,1,1,2,0,2,0,1,0,0,1,0,0
10156,why dont want when its black on black crime they only and cry when its a,anger,0.646,"['blm', 'thugs', 'justice', 'gang', 'rage', 'racism', 'cop']",0,0.376,0.624,-0.7797,1,4,0,neural,0,0,0,0,2,0,1,0,0,1,3.536147411,0
10157,ill be honest i hope that annoying southern bint with the look at me pout goes out this week selasi,anger,0.646,['FTW'],0.224,0.199,0.578,0.1779,2,3,0,neural,1,2,2,2,2,2,2,1,0,3,0,0
10158,zero help from customer service just pushing the buck back and forth and promising callbacks that don’t happen,anger,0.646,['loathing'],0.252,0,0.748,0.6597,4,0,-0.425,neural,1,0,1,0,1,3,0,1,0,0,0,0
10159,hes stupid i hate him lol,anger,0.646,['bitter'],0.217,0.55,0.233,-0.6486,0,2,3,neural,0,1,1,0,2,0,1,0,0,1,0.85455127,3
10160,what a joke cut our internet off early by mistake and then dont reinstate it when we no longer need an engineer enragedface,anger,0.646,[],0.079,0.24,0.681,-0.5423,1,3,0,neural,0,0,0,0,2,1,1,0,0,0,0,0
10161,yeah i received a fine today which i am furious about currently appealing it after being a member for so long,anger,0.646,[],0.156,0.144,0.7,-0.1779,1,3,-0.145,neural,1,1,0,0,1,1,0,0,0,1,0,0
10162,people irritate me facewithrollingeyes,anger,0.646,[],0,0.483,0.517,-0.4215,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10163,men in rage strike those that wish them best,anger,0.646,"['rage', 'emotions', 'negative', 'positive', 'wish', 'strike', 'martial', 'arts', 'control', 'believe', 'best', 'hope']",0.406,0.3,0.294,0.4215,2,2,3.787,negative,0,0,0,0,2,0,0,0,0,2,8.800755315,3
10164,in 2016 black people are still fighting to be recognized as human beings,anger,0.646,['cantsleep'],0,0.172,0.828,-0.3612,0,1,0.742,neural,0,0,0,0,1,0,0,0,0,1,1.066915417,0
10165,i swear if blocks me im going to hit her back,anger,0.646,['revenge'],0,0.256,0.744,-0.2732,1,1,-0.283,neural,0,0,0,0,1,1,0,0,0,1,1.012180214,0
10166,what a joke cut our internet off early by mistake and then dont reinstate it when we no longer need an engineer enragedface,anger,0.646,['fuming'],0.079,0.24,0.681,-0.5423,1,3,0,neural,0,0,0,0,2,1,1,0,0,0,1.275764735,0
10167,47 unarmed blacks killed by white cops in 2015 that many die every month in chicago wheres the,anger,0.646,['outrage'],0,0.344,0.656,-0.8555,1,0,0,neural,0,0,1,0,1,0,1,0,0,0,0.870299627,0
10168,uk why does tracking show my equipment delivered when it wasnt why is my service suddenly delayed weve already 3 weeks,anger,0.646,[],0,0.087,0.913,-0.2263,0,0,-0.439,neural,0,0,0,0,1,0,0,1,0,0,0,0
10169,does she really need to pout all the time getting on my nerves,anger,0.646,['GBBO'],0,0.104,0.896,-0.1027,0,2,-1.756,neural,1,0,0,0,0,0,0,0,0,0,0,-1
10170,ever put your fist through your laptops screen if so its time for a new one lmao,anger,0.646,"['rage', 'anger', 'hp']",0.196,0,0.804,0.5994,0,1,4,neural,1,0,0,0,0,0,0,0,0,0,2.395808097,4
10171,maybe also being attacked by toms rabid fans to whom he amp his clothes were always perfect also put me off him,anger,0.646,[],0.139,0.112,0.749,0.1779,1,0,-0.274,neural,2,1,1,1,1,1,1,0,0,1,0,0
10172,dear future big brother players just chase dick all season and you too can win 500 00 dollars and an sti,anger,0.646,"['bb18', 'bitter']",0.231,0.119,0.65,0.4767,2,1,-0.402,neural,0,0,0,0,1,2,0,0,0,0,0.85455127,0
10173,salupa5 nobody in that street burning and looting and terrifying innocent citizens was there either,anger,0.556,[],0.126,0.194,0.681,-0.3182,2,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
10174,and still the enragedface enragedface some your flushedface flushedface,anger,0.646,"['nothappy', 'charging', 'fullprice', 'fuming', 'bestrides']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,2.319446404,0
10175,forgot to eat dinner and now im furious with everything and everyone,anger,0.646,[],0,0.252,0.748,-0.5719,0,1,0,neural,0,1,0,0,1,2,0,0,0,1,0,0
10176,the girl sitting in front of me is chewing her gum like a cow amp im ready to snap smilingfacewithopenhands,anger,0.646,[],0.217,0,0.783,0.6124,2,1,0,neural,1,0,0,0,0,0,0,0,0,0,0,0
10177,both are nonsensical if theres injustice against blacks why add to it by destroying black property its misdirected anger,anger,0.69,[],0,0.407,0.593,-0.9001,0,4,-3.255,neural,0,0,1,0,4,0,2,0,0,3,0,-3
10178,can someone make me a priority list of which things i should be outraged at  in which order,anger,0.646,"['racism', 'animalrights', 'abortion', 'cops']",0,0.171,0.829,-0.5423,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,1.093819298,0
10179,wow my bill is £44 77 and hav a text from u to prove that and you have taken £148,anger,0.646,"['swines', 'con!']",0.167,0,0.833,0.5859,1,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
10180,you a fuck boy if you run drag routes back to back in madden,anger,0.646,[],0,0.31,0.69,-0.6597,2,1,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
10181,i got fever highsi got boiling blood,anger,0.646,[],0,0,1,0,0,3,-0.392,neural,0,0,1,0,0,0,0,0,0,0,0,0
10182,he has bad temperament,anger,0.646,"['tantrums', 'HissyFits']",0,0.538,0.462,-0.5423,0,1,0,neural,0,1,1,0,1,0,1,0,0,1,0,0
10183,i cant even right now,anger,0.646,"['bb18', 'rage']",0,0,1,0,2,0,-0.168,neural,0,0,0,0,0,0,0,0,0,0,1.303462306,0
10184,sankey haha actually after the doggies im barracking for anyone but gws,anger,0.472,['bitter'],0.154,0,0.846,0.25,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.85455127,0
10185,why are people that dont have iphones so bitter about iphones can someone explain,anger,0.625,[],0,0.218,0.782,-0.5598,0,1,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
10186,the guy who calls people cuck and is anti blm is offended by idea that he might not be pro policing reform thats amazing,anger,0.625,[],0.131,0.148,0.722,0.128,3,0,5.157,neural,1,0,0,0,2,1,1,0,0,1,0,4
10187,always unhappy and easily offended,anger,0.531,[],0.261,0.522,0.217,-0.34,1,1,-2,neural,0,1,0,0,2,0,2,0,0,2,0,-2
10188,shameful display i watched today has left me reeling with so much anger dt i feel like exploding those clowns should watch it,anger,0.625,[],0.084,0.242,0.674,-0.6887,1,2,0,neural,1,0,1,0,2,0,1,0,0,1,0,0
10189,all hell is breaking loose in charlotte,anger,0.625,"['CharlotteProtest', 'looting']",0,0.58,0.42,-0.7845,0,1,0,neural,0,1,1,0,1,0,1,0,0,1,0,0
10190,when youve still got a whole season of wentworth to watch and a stupid cunt in work ruins it for us loudlycryingface loudlycryingface kirstyga,anger,0.625,['oldcunt'],0,0.311,0.689,-0.8591,0,1,0,neural,1,0,1,0,1,0,0,0,0,0,0,0
10191,half of epicenter is shut down its police all over yall i just burst out in tears this is fucking terrible,anger,0.625,['KeithLamontScott'],0,0.218,0.782,-0.6478,1,2,-4.766,neural,0,1,2,0,1,1,1,0,0,1,0,-3
10192,not giving a fuck is better than revenge,anger,0.625,[],0.379,0.358,0.263,0.0808,1,1,-2,neural,1,0,1,0,1,1,0,1,0,1,0,-2
10193,we about to get shit on by the wrath of winter out of nowhere,anger,0.625,[],0,0.217,0.783,-0.5574,0,1,-1.265,neural,0,1,1,0,2,0,0,0,0,2,0,0
10194,why though why did u want to offend americans,anger,0.625,[],0.124,0.21,0.667,-0.2263,1,1,0,neural,0,1,0,0,1,0,0,0,0,1,0,0
10195,47 unarmed blacks killed by white cops in 2015 that many die every month in chicago wheres the,anger,0.625,[],0,0.344,0.656,-0.8555,1,0,0,neural,0,0,1,0,1,0,1,0,0,0,0,0
10196,i dont think monalisa has respect for anyone but herself i think shell ruffle a few feathers,anger,0.625,['TheJail'],0.114,0,0.886,0.2617,1,1,0,neural,1,0,1,1,2,1,1,1,0,1,0,0
10197,uk i asked for my parcel to be delivered to a pick up store not my address,anger,0.625,['poorcustomerservice'],0,0,1,0,0,0,0,neural,1,0,0,0,0,2,0,0,0,0,0,0
10198,thought the xbox one s madden bundle would come with a physical copy of madden not a code sleepingface its gonna take fucking forever to download lol,anger,0.625,[],0.097,0,0.903,0.4215,0,2,3,neural,1,0,2,0,3,0,0,0,0,2,0,3
10199,he has bad temperament,anger,0.625,['HissyFits'],0,0.538,0.462,-0.5423,0,1,0,neural,0,1,1,0,1,0,1,0,0,1,0,0
10200,is so for satan to test by the of christ,anger,0.543,"['My', 'blood', 'bitter', 'becouse', 'cleanse', 'blood', 'Jesus']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,3.161443089,0
10201,the new gun emoji in ios10 is not enough to show the anger i have towards a number of things,anger,0.625,[],0.053,0.25,0.697,-0.7003,0,1,0,neural,0,0,1,0,2,0,0,0,0,2,0,0
10202,usa she is just jealous and a cry baby,anger,0.571,"['bitter', 'gladsheisgone', 'crybaby']",0,0.466,0.534,-0.7269,1,2,0,neural,0,1,0,1,2,1,1,0,0,1,0.85455127,0
10203,i just wanna know why theres no outrage for black on black crime and no one knows those victims but blm is out to kill cops based on media,anger,0.625,[],0.049,0.318,0.633,-0.8806,1,5,0,neural,0,1,1,0,3,0,1,0,0,2,0,0
10204,forever angry that gh ruined molly and morgans bondfriendship,anger,0.625,['bitter'],0,0.478,0.522,-0.7506,0,1,0,neural,0,2,1,0,2,0,1,0,0,2,0.85455127,0
10205,spurs radio commentator referred to mauricio pochettino as mopo and i felt a sudden surge of rage,anger,0.625,[],0,0.184,0.816,-0.5574,1,1,-2,neural,0,0,0,0,1,2,0,2,0,1,0,-2
10206,huh we have a sprint coach were the slowest team in the comp talk about robbing a living,anger,0.625,['outrage'],0,0,1,0,0,0,0,neural,0,0,0,0,0,1,0,0,0,0,0.870299627,0
10207,cant believe ive only got 2 days off left facewithrollingeyes,anger,0.625,"['backtoreality', 'raging']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,1.366402009,0
10208,fuming,anger,0.625,[],0,1,0,-0.5719,0,0,-3.491,neural,0,0,0,0,1,0,0,0,0,1,0,-2
10209,taking a break from the to at the general of certain on the,anger,0.625,"['wedding', 'rage', 'stupidity', 'people', 'internet.']",0.149,0,0.851,0.2732,0,1,0,neural,0,0,0,0,0,1,0,1,0,0,4.017157417,0
10210,ever put your fist through your laptops screen if so its time for a new one lmao,anger,0.625,['hp'],0.196,0,0.804,0.5994,0,1,4,neural,1,0,0,0,0,0,0,0,0,0,0,4
10211,•my brother grabbed me in a aggressive manner and as always threw tantrums like a kid only knowing how to express himself,anger,0.625,[],0.098,0.16,0.742,-0.1531,2,1,-0.107,neural,0,0,1,0,1,2,0,0,0,1,0,0
10212,dont join they put the phone down on you talk over you and are rude taking money out of my acc willynilly,anger,0.604,[],0,0.196,0.804,-0.5978,0,2,0,neural,1,0,0,1,0,3,0,1,0,1,0,0
10213,i assure you there is no laughter but increasing anger at the costs and arrogance of westminster,anger,0.604,[],0.065,0.438,0.497,-0.8948,1,3,0.837,neural,1,0,0,1,2,1,0,1,0,1,0,0
10214,people need a way to escape escape what this corrupted world this reality this joke this fury of constant pain amp stress we need a vacation,anger,0.604,[],0.162,0.288,0.55,-0.7632,1,5,-0.339,neural,3,0,4,1,6,4,2,0,0,1,0,0
10215,i love my black people i really really do but my people really do irritate the living hell outta me all cause im different expressionlessface,anger,0.604,[],0.074,0.299,0.626,-0.8726,1,3,0,neural,0,1,1,1,1,1,1,0,0,1,0,0
10216,i dont talk about politics because people nowadays get offended easily,anger,0.479,[],0.179,0.149,0.672,0.1027,1,0,0,neural,0,0,0,0,1,1,1,0,0,2,0,0
10217,oh yeah i hate the air raid and i dont like the oregonbaylor offense and im not a fan of the ole miss one either,anger,0.468,[],0.068,0.349,0.583,-0.8004,1,2,0,neural,0,2,3,0,3,0,2,1,0,3,0,0
10218,uk not received verification email asked for it to be resent 5 times still nothing,anger,0.604,[],0,0.108,0.892,-0.1779,0,1,-0.427,neural,0,0,0,0,1,2,0,0,0,1,0,0
10219,unbelievable takes 10 minutes to get through to then theres a fault and the call hangs up,anger,0.604,['treatcustomersfairly'],0.092,0.138,0.769,-0.2263,0,2,-0.132,neural,0,0,0,0,2,0,1,0,0,0,0,0
10220,0004 no justification for shooting without provocation even if the person has a bad history justification is not the way to go,anger,0.604,[],0,0.222,0.778,-0.6908,3,2,-0.415,neural,0,1,2,0,3,2,1,0,0,3,0,0
10221,i genuinely think i have anger issues,anger,0.604,[],0,0.381,0.619,-0.5719,0,1,-0.93,neural,0,0,0,0,1,0,0,0,0,1,0,0
10222,that im honestly offended,anger,0.604,[],0.429,0.286,0.286,0.25,1,0,-2,neural,0,0,0,0,1,0,1,0,0,1,0,-2
10223,michelle is one of the worst players in bb history,anger,0.604,"['bb18', 'bbfinale', 'bitter']",0,0.313,0.687,-0.6249,0,1,-0.363,neural,0,0,0,0,0,0,0,0,0,0,0.85455127,0
10224,im so annoyedsad youtube is burning itself to the ground facewithrollingeyes facewithrollingeyes,anger,0.604,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10225,how can i tell happy anniversary when u are not happy,anger,0.604,"['bitter', 'ampalaya', 'paitpaitanangpeg']",0.236,0.191,0.573,0.1783,2,0,4.196,neural,2,0,0,2,0,2,0,0,0,0,0.85455127,3
10226,just paid for chicken at and didnt even get any expressionlessface expressionlessface expressionlessface there goes 4 dollars and me as a customer,anger,0.604,[],0,0,1,0,2,0,-0.225,neural,0,0,1,0,0,1,0,0,0,0,0,0
10227,never forget that 5live cancelled programs to allow them to extend 606 so people could call in and detail their outrage after our behaviour,anger,0.596,[],0.178,0.179,0.643,-0.2579,1,2,-0.133,neural,0,1,0,0,2,1,0,0,0,1,0,0
10228,when someone rudely says all women should have long hair and your inner feminist tries not to rage,anger,0.604,[],0.132,0.145,0.723,-0.0711,0,2,-2,neural,1,0,0,0,1,0,0,0,0,1,0,-2
10229,absolutely raging at the changes to cas what a joke,anger,0.604,[],0.158,0.266,0.576,-0.3597,1,1,2,neural,0,1,1,0,2,0,0,0,0,1,0,2
10230,girls irritate me so much lol,anger,0.527,[],0.312,0.283,0.405,0.0717,0,1,3,neural,0,0,0,0,0,0,0,0,0,0,0,3
10231,im waiting for you to figure out im like from 0 to 100 real quick with the irritation,anger,0.604,[],0.115,0.151,0.734,-0.2023,2,1,-0.643,neural,0,1,0,0,1,1,1,0,0,1,0,0
10232,listen yh dont provoke me cos ill make you cry,anger,0.604,[],0.149,0.389,0.462,-0.5635,0,3,-2.62,neural,0,1,1,0,2,0,2,0,0,1,0,-1
10233,did you even give out any pizzas serious fail,anger,0.447,"['hungry', 'furious', 'hangry']",0,0.407,0.593,-0.5859,1,2,-3.319,neural,0,0,0,0,0,0,0,0,0,0,3.542215036,-2
10234,bloody parking ticket unamusedface moneywithwings,anger,0.583,[],0,0.42,0.58,-0.4404,0,1,0,neural,0,1,1,0,1,0,1,0,0,1,0,0
10235,apparently you are to contact me sofas were meant to be delivered today old ones gone sitting on floor no sofas,anger,0.583,[],0,0.099,0.901,-0.296,0,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
10236,sam yes we have not helpful at all we need this sorting asap you keep promising stuff that doesnt happen,anger,0.583,[],0.218,0.094,0.687,0.471,3,1,-0.425,neural,1,0,0,1,0,2,0,0,0,0,0,0
10237,theyre like the rape apologists who inadvertently make men sound like rabid mindless beasts with friends like these,anger,0.583,[],0.351,0.252,0.397,0.25,5,2,-0.19,neural,1,2,2,0,2,0,2,0,0,2,0,0
10238,and she got all angry telling me but what would be doing a 40 year old guy looking for a girl like you and i felt,anger,0.583,['offended'],0.111,0.073,0.816,0.2732,1,1,-0.552,neural,0,1,0,0,1,0,0,0,0,1,0,0
10239,name shot by black police woman typical looney toon thinking,anger,0.583,"['Hillary', 'divide', 'chaos']",0,0,1,0,0,1,0,neural,0,0,2,0,1,1,1,1,0,1,1.603646911,0
10240,sex offense happens across all races cultures and creeds amp they should be castrated,anger,0.629,[],0,0.133,0.867,-0.25,0,0,0,neural,1,1,1,1,1,1,1,0,0,1,0,0
10241,prudence suggests that a 8 bump over 2 3 weeks should be viewed with skepticism mediahrc axis,anger,0.583,['angry'],0,0.111,0.889,-0.25,1,1,-0.104,neural,0,0,0,0,0,1,0,0,0,0,1.427124553,0
10242,a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults,anger,0.583,[],0,0,1,0,0,0,0,neural,2,2,1,1,1,2,1,0,0,1,0,0
10243,that is one thing but attacking and hating is worse that makes us just like the angry vengeful behavior we detest,anger,0.583,[],0.09,0.47,0.441,-0.9413,2,4,-1.742,neural,0,3,3,0,6,0,2,1,0,5,0,0
10244,delete this shit josh just screenshotted my snap me,anger,0.583,[],0,0.31,0.69,-0.5574,1,0,-0.176,neural,0,1,0,0,1,0,0,0,0,1,0,0
10245,can someone make me a priority list of which things i should be outraged at  in which order,anger,0.583,"['outrage', 'racism', 'animalrights', 'abortion', 'cops']",0,0.171,0.829,-0.5423,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,1.964118925,0
10246,true just me spitting venom because im still bitter with stripe like an old man yelling from his porch,anger,0.583,[],0.22,0.116,0.664,0.3612,2,2,0,neural,0,1,1,1,2,1,0,0,0,1,0,0
10247,i will never watch greys anatomy ever ever ever ever ever again if shonda rimes takes away another og character frowningface frowningface frowningface frowningface frowningface frowningface frowningface frowningface frowningface frowningface,anger,0.583,['fuming'],0,0,1,0,1,0,0,neural,1,0,1,0,0,0,0,0,0,0,1.275764735,0
10248,i wonder what would happen if i were to tell some people the truth,anger,0.583,"['savage', 'uhoh', 'angry']",0.15,0,0.85,0.3182,2,0,0,neural,1,0,0,0,0,1,0,0,0,0,2.540748968,0
10249,you will never find someone who loved you like i did and that my love will be my revenge,anger,0.583,[],0.366,0.117,0.517,0.802,4,1,-2,neural,1,0,1,1,1,1,0,1,0,1,0,-2
10250,a not turning up why am i not surprised late for work again,anger,0.583,[],0,0.122,0.878,-0.1695,0,0,-0.286,neural,0,0,0,0,1,0,1,1,0,0,0,0
10251,if you be which may be the case amp which may be unavoidable see that the sudden excitement does not become sin,anger,0.583,"['angry,', 'AlbertBarnes']",0.234,0,0.766,0.7289,1,2,0,neural,1,1,2,1,3,1,2,2,0,1,0,0
10252,shit doesnt even begin to describe these fiery little demons straight from hell fullmoonface newmoonface,anger,0.583,[],0.07,0.456,0.474,-0.8744,3,2,0,neural,0,2,1,0,2,0,1,0,0,2,0,0
10253,i am just so bitter today neutralface,anger,0.583,[],0,0.376,0.624,-0.5598,1,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
